Sl No,stars_review,text,date,name,categories,city,state,stars_business,review_count,rating_review
13398,4,"I had a very enjoyable experience  at London Grill.  I went during beer week, so there was no shortage of delicious brews to choose from. They were offering a few Brooklyn Brew drafts, and since that's one of my favorite beers, I was a happy camper.
I ordered the ricotta gnocchi which I very much enjoyed.  It was cooked with pancetta which was delicious.  The cheese they used was of a very good quality. 
Oh and the olive oil concoction they give you for the focaccia was delightful. 
All this and close proximity to a wine bar? I'll certainly be back.",14-07-14 0:02,London Grill,"Breakfast & Brunch, Italian, Restaurants, American (New)",Philadelphia,PA,3,350,Positive
13399,1,"How is is smoking allowed in this joint?

I'm confused.  

Sincerely,

WTF",12-02-16 20:34,McGilvery's Speedway Pub & Eatery,"Pubs, Bars, Restaurants, American (Traditional), Nightlife",Indianapolis,IN,3.5,31,Negative
13400,5,Amazing food. Ridiculously high quality ingredients. Definitely will come back whenever I get a chance.,28-01-17 17:09,Bareburger - Midtown Village,"Restaurants, Burgers, American (New), Food, American (Traditional), Nightlife, Bars, Cocktail Bars, Salad",Philadelphia,PA,4,622,Positive
13401,5,"Oh, 211 York. A bit of classic cuisine in what used to be Jenkintown's sparkling strip. What the strange glass block exterior detracts from the curb appeal, it nicely shelters the interior from the busy street and neighborhood outside.

You'll notice that I have given this place 5 stars: the food is delicious, the service excellent, and the atmosphere inside cozy. If only there was a way to make this place sexier while retaining its classic charms, more young people might show up.

In the meantime I'll be raising my glass here on special occasions, hoping the local baby boomers are enough to keep this place around till I've got my very own AARP card. Cheers!",21-12-15 0:08,211 York,"Seafood, Restaurants",Jenkintown,PA,4,14,Positive
13402,5,"Zeppoli is the best restaurant around!

I came here for dinner Friday night as I have many times in the past. 

Let me start off by saying that the food at Zeppoli has never been anything but outstanding. All of the dishes are wonderful, but I have to tell you that the Antipasto is a must. There are usually about 10 different elements on the board, including vegetables, meats, cheeses, and salads like tuna and white bean. Some of my personal favorites are the butternut squash agrodolce and the stuffed peppers. It is a really fun and interactive way to start off the meal and doesn't leave you feeling too full.

The pasta is what makes this place a true gem. All of the pastas are homemade, and they usually have 1 or 2 specials every night. ALL of the pasta creations are worth trying, but the ricotta gnocchi will change your life. Before Zeppoli, I had never had a ricotta base gnocchi, and now I can't seem to enjoy regular potato gnocchi anymore! They are like eating little clouds. The brown butter sauce and crispy sage are the perfect accompaniment. If the squid ink pasta is ever on special when you go, be sure to get it!

The space itself is tiny, but very romantic and intimate, with just enough room around each table for the servers to pass through. Sometimes I feel like I'm sitting on top of other diners, which may be an issue for some, but it's never bothered me.

That brings me to the service. Sadly, my favorite waiter Tom no longer works here. He was unbelievably knowledgeable and great at his job. I have not been back here for dinner since he left, so I was really anxious to see if the other servers had stepped it up. Fortunately, they did, and we experienced great service the whole night. 

I cannot wait to come back again soon. Now that I live in the area it's going to be to be hard not to spend all of my money here! :)",20-08-15 0:50,Zeppoli,"Food, Mediterranean, Italian, Pizza, Restaurants",Collingswood,NJ,4,297,Positive
13403,5,"Incredible food, and a small ($7) platter is two meals' worth for me.

greens, beans and rice, jerk chicken. or fried.",29-05-12 17:08,Gigi and Big R,"Restaurants, Food, Caribbean, Food Trucks",Philadelphia,PA,4,81,Positive
13404,1,"Let's be honest. One of the tragedies of the human condition is imagination.  We have the capacity to dream and fantasize limitless dreams and fantasies. We conjure our imagined selves to be these powerful beings without hindrance or handicap and when we are optimists and ambitious people we pursue these dreams with fervent dedication.

However, unfortunately because we are limited by imperfection we are unable to satisfy every desire dreamed. The Saltwater Grill undoubtedly was born out of this beautiful dream - day dreams of contending with the big boy Louisiana seafood restaurants and being THE PLACE for Riverebend folks to go when it's time for that fried seafood platter. 

But it will never be this if trends continue (over priced mediocre food, a basic misunderstanding of flavor, weird service, uncomfortable ambiance - read all the other bad reviews for details). When you are growing your business, your good reviews only matter a fraction of what your bad reviews are worth. Take the note, Saltwater Grill!  Read your bad reviews and make intelligent changes!  It seems like every complaint from the bad reviews were duplicated in our experience. That seems real lazy.

Sometimes we must take hard, honest looks at ourselves and admit that we can't do ALL THE THINGS well.  It appears as if running a restaurant is just not something the folks at Saltwater can do well.

Look- I can't skateboard. I can keep thinking I can for the rest of my life but the longer I keep this dream alive the more likely I am to break my leg trying to do something stupid. Know what I mean?",27-09-11 0:05,Saltwater Grill,"Specialty Food, Restaurants, Food, Seafood, Seafood Markets",New Orleans,LA,2.5,34,Negative
13405,5,Can't go wrong with saganaky and the gyro!! Delicious pita bread. Best Greek salad I've ever had with potato salad in the middle- I would come back just for the salad. Save room for the bakery that is connected- many Greek desserts that don't disappoint.,04-08-16 12:54,Hellas Restaurant,"Food, Bakeries, Greek, Restaurants, Soup",Tarpon Springs,FL,4.5,1368,Positive
13406,3,"Ok,  my initial disappointment has been  somewhat eliviated, but the Opryland Resort is still lacking a world-class resort feel.  Perhaps it's the purpose and theme of the hotel.  There are some really nice amenities,  especially the shopping. 

The restaurants are somewhat disappointing.  Although many choices,  it kind of feels like different versions of the same choices.  Pricing is a premium,  but food is not. 

Finally,  I still don't think the resort understands what is necessary to be world-class.  It's not the property,  rooms,  or even the pricing.  It's the lack of that special sense of being taken care of.   

As a Marriott/SPG property, benchmark the Phoenician, Camelback  Inn or Desert Ridge in Scottsdale to see how it should be done.",09-05-18 1:26,Gaylord Opryland Resort & Convention Center,"Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas",Nashville,TN,3,1639,Neutral
13407,3,"Come for the latte and specialty drinks if you're around the neighborhood. They serve only breakfast and lunch. We came here for brunch and ordered: fisherman omelet, hangover hash, and sombrero frittata. They overcooked the eggs as we wanted over-easy for the hangover hash, but the spicy siracha mayo complemented the dish full of sausages and potatoes to add a little flavor. Sombrero frittata didn't amaze me since it has avocados mixed into it and a side of toast that was a like biscotti. The dish was pretty bland and I was expecting avocado slices. Fisherman omelet was a nice portioned meal but a little seasoning would be great my friend asked if it had came with toast, the waiter said yes, but none was served.",18-12-17 0:25,Edgehill Cafe,"Breakfast & Brunch, Restaurants, Food, Cafes, Coffee & Tea, American (Traditional), Sandwiches",Nashville,TN,3.5,245,Neutral
13408,3,"Barrio Brewing Co. had some good, house-made brews (I had a nice IPA and my dining companions enjoyed the wheat beer and Scotch ale) but that's about it. The menu was mostly nothing-special bar food. My ""Fire Starter"" burger had some nice flavor with all the chilies but other burgers just looked greasey. The place is off the beaten path in an industrial section of Tucson. It was fun to watch the trains go by. Not a lot of air conditioning when I was there and the service was mediocre. I would recommend you try this place with a group of friends just to enjoy the weird industrial ambiance.",17-08-12 12:30,Barrio Brewing,"Nightlife, Sports Bars, Bars, Breweries, Pubs, Restaurants, American (Traditional), Food",Tucson,AZ,4,611,Neutral
